FID,Join_Count,TARGET_FID,JOIN_FID,GISJOIN,FIPSSTCO,TRACT2000,BLOCK2000,STFID,GISJOIN2,PLACEA,blockgen,PLACEA_1
47,1,1023,40,G01000100210002033,01001,021000,2033,010010210002033,01000100210002033,0.000000000000000, ,6460.000000000000000
48,1,1027,40,G01000100210002037,01001,021000,2037,010010210002037,01000100210002037,0.000000000000000, ,6460.000000000000000
49,1,1033,40,G01000100210002043,01001,021000,2043,010010210002043,01000100210002043,0.000000000000000, ,6460.000000000000000
50,1,1040,40,G01000100210002050,01001,021000,2050,010010210002050,01000100210002050,0.000000000000000, ,6460.000000000000000
51,1,1059,40,G01000100210002069,01001,021000,2069,010010210002069,01000100210002069,0.000000000000000, ,6460.000000000000000
52,1,1060,40,G01000100210002070,01001,021000,2070,010010210002070,01000100210002070,0.000000000000000, ,6460.000000000000000
53,1,1063,40,G01000100210002073,01001,021000,2073,010010210002073,01000100210002073,0.000000000000000, ,6460.000000000000000
54,1,1064,40,G01000100210002074,01001,021000,2074,010010210002074,01000100210002074,0.000000000000000, ,6460.000000000000000
55,1,1065,40,G01000100210002075,01001,021000,2075,010010210002075,01000100210002075,0.000000000000000, ,6460.000000000000000
56,1,1067,40,G01000100210002077,01001,021000,2077,010010210002077,01000100210002077,0.000000000000000, ,6460.000000000000000
57,1,1068,40,G01000100210002078,01001,021000,2078,010010210002078,01000100210002078,0.000000000000000, ,6460.000000000000000
58,1,1076,40,G01000100210002086,01001,021000,2086,010010210002086,01000100210002086,0.000000000000000, ,6460.000000000000000
59,1,1259,26,G01000100211002038,01001,021100,2038,010010211002038,01000100211002038,0.000000000000000, ,3220.000000000000000
60,1,1263,26,G01000100211002042,01001,021100,2042,010010211002042,01000100211002042,0.000000000000000, ,3220.000000000000000
61,1,1264,26,G01000100211002043,01001,021100,2043,010010211002043,01000100211002043,0.000000000000000, ,3220.000000000000000
62,1,1265,26,G01000100211002044,01001,021100,2044,010010211002044,01000100211002044,0.000000000000000, ,3220.000000000000000
63,1,1286,26,G01000100211002065,01001,021100,2065,010010211002065,01000100211002065,0.000000000000000, ,3220.000000000000000
64,1,1287,26,G01000100211002066,01001,021100,2066,010010211002066,01000100211002066,0.000000000000000, ,3220.000000000000000
65,1,1295,26,G01000100211002074,01001,021100,2074,010010211002074,01000100211002074,0.000000000000000, ,3220.000000000000000
66,1,1301,26,G01000100211002080,01001,021100,2080,010010211002080,01000100211002080,0.000000000000000, ,3220.000000000000000
67,1,1302,26,G01000100211002081,01001,021100,2081,010010211002081,01000100211002081,0.000000000000000, ,3220.000000000000000
68,1,1303,26,G01000100211002082,01001,021100,2082,010010211002082,01000100211002082,0.000000000000000, ,3220.000000000000000
69,1,1325,26,G01000100211003005,01001,021100,3005,010010211003005,01000100211003005,0.000000000000000, ,3220.000000000000000
70,1,1349,26,G01000100211003029,01001,021100,3029,010010211003029,01000100211003029,0.000000000000000, ,3220.000000000000000
71,1,1350,26,G01000100211003030,01001,021100,3030,010010211003030,01000100211003030,0.000000000000000, ,3220.000000000000000
72,1,1353,26,G01000100211003033,01001,021100,3033,010010211003033,01000100211003033,0.000000000000000, ,3220.000000000000000
73,1,1354,26,G01000100211003034,01001,021100,3034,010010211003034,01000100211003034,0.000000000000000, ,3220.000000000000000
74,1,1355,26,G01000100211003035,01001,021100,3035,010010211003035,01000100211003035,0.000000000000000, ,3220.000000000000000
75,1,1358,26,G01000100211003038,01001,021100,3038,010010211003038,01000100211003038,0.000000000000000, ,3220.000000000000000
76,1,1408,26,G01000100211003088,01001,021100,3088,010010211003088,01000100211003088,0.000000000000000, ,3220.000000000000000
77,1,1416,37,G01000100211003996,01001,021100,3996,010010211003996,01000100211003996,0.000000000000000, ,5692.000000000000000
78,1,1417,26,G01000100211003997,01001,021100,3997,010010211003997,01000100211003997,0.000000000000000, ,3220.000000000000000
79,1,2006,31,G01000300102001066,01003,010200,1066,010030102001066,01000300102001066,0.000000000000000, ,4660.000000000000000
80,1,2021,31,G01000300102001081,01003,010200,1081,010030102001081,01000300102001081,0.000000000000000, ,4660.000000000000000
81,1,2024,31,G01000300102001084,01003,010200,1084,010030102001084,01000300102001084,0.000000000000000, ,4660.000000000000000
82,1,2025,31,G01000300102001085,01003,010200,1085,010030102001085,01000300102001085,0.000000000000000, ,4660.000000000000000
83,1,2073,31,G01000300102002029,01003,010200,2029,010030102002029,01000300102002029,0.000000000000000, ,4660.000000000000000
84,1,2101,31,G01000300103001016,01003,010300,1016,010030103001016,01000300103001016,0.000000000000000, ,4660.000000000000000
85,1,2102,31,G01000300103001017,01003,010300,1017,010030103001017,01000300103001017,0.000000000000000, ,4660.000000000000000
86,1,2106,31,G01000300103001021,01003,010300,1021,010030103001021,01000300103001021,0.000000000000000, ,4660.000000000000000
87,1,2244,103,G01000300103003992,01003,010300,3992,010030103003992,01000300103003992,0.000000000000000, ,18304.000000000000000
88,1,2262,31,G01000300103004010,01003,010300,4010,010030103004010,01000300103004010,0.000000000000000, ,4660.000000000000000
89,1,2267,31,G01000300103004015,01003,010300,4015,010030103004015,01000300103004015,0.000000000000000, ,4660.000000000000000
90,1,2269,31,G01000300103004017,01003,010300,4017,010030103004017,01000300103004017,0.000000000000000, ,4660.000000000000000
91,1,2272,31,G01000300103004020,01003,010300,4020,010030103004020,01000300103004020,0.000000000000000, ,4660.000000000000000
92,1,2304,31,G01000300104001025,01003,010400,1025,010030104001025,01000300104001025,0.000000000000000, ,4660.000000000000000
93,1,2305,31,G01000300104001026,01003,010400,1026,010030104001026,01000300104001026,0.000000000000000, ,4660.000000000000000
94,1,2309,31,G01000300104001030,01003,010400,1030,010030104001030,01000300104001030,0.000000000000000, ,4660.000000000000000
95,1,2314,31,G01000300104001035,01003,010400,1035,010030104001035,01000300104001035,0.000000000000000, ,4660.000000000000000
96,1,2408,274,G01000300104001129,01003,010400,1129,010030104001129,01000300104001129,0.000000000000000, ,44608.000000000000000
97,1,2412,274,G01000300104001133,01003,010400,1133,010030104001133,01000300104001133,0.000000000000000, ,44608.000000000000000
98,1,2418,274,G01000300104001139,01003,010400,1139,010030104001139,01000300104001139,0.000000000000000, ,44608.000000000000000
99,1,2663,31,G01000300105001076,01003,010500,1076,010030105001076,01000300105001076,0.000000000000000, ,4660.000000000000000
100,1,2664,31,G01000300105001077,01003,010500,1077,010030105001077,01000300105001077,0.000000000000000, ,4660.000000000000000
101,1,2667,31,G01000300105002001,01003,010500,2001,010030105002001,01000300105002001,0.000000000000000, ,4660.000000000000000
102,1,2669,31,G01000300105002003,01003,010500,2003,010030105002003,01000300105002003,0.000000000000000, ,4660.000000000000000
103,1,2670,31,G01000300105002004,01003,010500,2004,010030105002004,01000300105002004,0.000000000000000, ,4660.000000000000000
104,1,2703,31,G01000300105002037,01003,010500,2037,010030105002037,01000300105002037,0.000000000000000, ,4660.000000000000000
105,1,2726,31,G01000300105003004,01003,010500,3004,010030105003004,01000300105003004,0.000000000000000, ,4660.000000000000000
106,1,2727,31,G01000300105003005,01003,010500,3005,010030105003005,01000300105003005,0.000000000000000, ,4660.000000000000000
