"","Join_Count","TARGET_FID","JOIN_FID","GISJOIN","FIPSSTCO","TRACT2000","BLOCK2000","STFID","GISJOIN2","PLACEA","blockgen","PLACEA_1"
"5939","1","76824","145","G05008500207002000","05085","020700","2000","050850207002000","05008500207002000",NA,NA,"21730"
"5940","1","76858","145","G05008500207002034","05085","020700","2034","050850207002034","05008500207002034",NA,NA,"21730"
"5941","1","76877","145","G05008500207002053","05085","020700","2053","050850207002053","05008500207002053",NA,NA,"21730"
"5942","1","76878","145","G05008500207002054","05085","020700","2054","050850207002054","05008500207002054",NA,NA,"21730"
"5943","1","76879","145","G05008500207002055","05085","020700","2055","050850207002055","05008500207002055",NA,NA,"21730"
"5944","1","76885","145","G05008500207002061","05085","020700","2061","050850207002061","05008500207002061",NA,NA,"21730"
"5945","1","76905","145","G05008500207003000","05085","020700","3000","050850207003000","05008500207003000",NA,NA,"21730"
"5946","1","76917","145","G05008500207003012","05085","020700","3012","050850207003012","05008500207003012",NA,NA,"21730"
"5947","1","76961","145","G05008500207003056","05085","020700","3056","050850207003056","05008500207003056",NA,NA,"21730"
"5948","1","76962","145","G05008500207003057","05085","020700","3057","050850207003057","05008500207003057",NA,NA,"21730"
"5949","1","76975","145","G05008500207003070","05085","020700","3070","050850207003070","05008500207003070",NA,NA,"21730"
"5950","1","77018","107","G05008500208001037","05085","020800","1037","050850208001037","05008500208001037",NA,NA,"15790"
"5951","1","77029","107","G05008500208001048","05085","020800","1048","050850208001048","05008500208001048",NA,NA,"15790"
"5952","1","77032","107","G05008500208001051","05085","020800","1051","050850208001051","05008500208001051",NA,NA,"15790"
"5953","1","77040","107","G05008500208001059","05085","020800","1059","050850208001059","05008500208001059",NA,NA,"15790"
"5954","1","77134","240","G05008500208002062","05085","020800","2062","050850208002062","05008500208002062",NA,NA,"33820"
"5955","1","77135","3","G05008500208002063","05085","020800","2063","050850208002063","05008500208002063",NA,NA,"00940"
"5956","1","77135","240","G05008500208002063","05085","020800","2063","050850208002063","05008500208002063",NA,NA,"33820"
"5957","1","77142","3","G05008500208002070","05085","020800","2070","050850208002070","05008500208002070",NA,NA,"00940"
"5958","1","77152","3","G05008500208002080","05085","020800","2080","050850208002080","05008500208002080",NA,NA,"00940"
"5959","1","77154","3","G05008500208002082","05085","020800","2082","050850208002082","05008500208002082",NA,NA,"00940"
"5960","1","77165","3","G05008500208002093","05085","020800","2093","050850208002093","05008500208002093",NA,NA,"00940"
"5961","1","77167","3","G05008500208002095","05085","020800","2095","050850208002095","05008500208002095",NA,NA,"00940"
"5962","1","77167","240","G05008500208002095","05085","020800","2095","050850208002095","05008500208002095",NA,NA,"33820"
"5963","1","77196","240","G05008500208002124","05085","020800","2124","050850208002124","05008500208002124",NA,NA,"33820"
"5964","1","77205","3","G05008500208002133","05085","020800","2133","050850208002133","05008500208002133",NA,NA,"00940"
"5965","1","77212","3","G05008500208002140","05085","020800","2140","050850208002140","05008500208002140",NA,NA,"00940"
"5966","1","77452","228","G05008709601003024","05087","960100","3024","050879601003024","05008709601003024",NA,NA,"32470"
"5967","1","77454","228","G05008709601003026","05087","960100","3026","050879601003026","05008709601003026",NA,NA,"32470"
"5968","1","77466","228","G05008709601003038","05087","960100","3038","050879601003038","05008709601003038",NA,NA,"32470"
"5969","1","77470","228","G05008709601003042","05087","960100","3042","050879601003042","05008709601003042",NA,NA,"32470"
"5970","1","77473","228","G05008709601003045","05087","960100","3045","050879601003045","05008709601003045",NA,NA,"32470"
"5971","1","77479","244","G05008709602001002","05087","960200","1002","050879602001002","05008709602001002",NA,NA,"33970"
"5972","1","77481","244","G05008709602001004","05087","960200","1004","050879602001004","05008709602001004",NA,NA,"33970"
"5973","1","77488","244","G05008709602001011","05087","960200","1011","050879602001011","05008709602001011",NA,NA,"33970"
"5974","1","77528","244","G05008709602001051","05087","960200","1051","050879602001051","05008709602001051",NA,NA,"33970"
"5975","1","77534","244","G05008709602002002","05087","960200","2002","050879602002002","05008709602002002",NA,NA,"33970"
"5976","1","77536","244","G05008709602002004","05087","960200","2004","050879602002004","05008709602002004",NA,NA,"33970"
"5977","1","77537","244","G05008709602002005","05087","960200","2005","050879602002005","05008709602002005",NA,NA,"33970"
"5978","1","77540","244","G05008709602002008","05087","960200","2008","050879602002008","05008709602002008",NA,NA,"33970"
"5979","1","77541","244","G05008709602002009","05087","960200","2009","050879602002009","05008709602002009",NA,NA,"33970"
"5980","1","77542","244","G05008709602002010","05087","960200","2010","050879602002010","05008709602002010",NA,NA,"33970"
"5981","1","77551","244","G05008709602002019","05087","960200","2019","050879602002019","05008709602002019",NA,NA,"33970"
"5982","1","77552","244","G05008709602002020","05087","960200","2020","050879602002020","05008709602002020",NA,NA,"33970"
"5983","1","77557","244","G05008709602002025","05087","960200","2025","050879602002025","05008709602002025",NA,NA,"33970"
"5984","1","77574","244","G05008709602003012","05087","960200","3012","050879602003012","05008709602003012",NA,NA,"33970"
"5985","1","77576","244","G05008709602003014","05087","960200","3014","050879602003014","05008709602003014",NA,NA,"33970"
"5986","1","77579","244","G05008709602003017","05087","960200","3017","050879602003017","05008709602003017",NA,NA,"33970"
"5987","1","77826","424","G05008709603004004","05087","960300","4004","050879603004004","05008709603004004",NA,NA,"62060"
"5988","1","77831","424","G05008709603004009","05087","960300","4009","050879603004009","05008709603004009",NA,NA,"62060"
"5989","1","78127","424","G05008709604003073","05087","960400","3073","050879604003073","05008709604003073",NA,NA,"62060"
"5990","1","78129","424","G05008709604003075","05087","960400","3075","050879604003075","05008709604003075",NA,NA,"62060"
"5991","1","78131","424","G05008709604003077","05087","960400","3077","050879604003077","05008709604003077",NA,NA,"62060"
"5992","1","78140","424","G05008709604003086","05087","960400","3086","050879604003086","05008709604003086",NA,NA,"62060"
"5993","1","78149","424","G05008709604003095","05087","960400","3095","050879604003095","05008709604003095",NA,NA,"62060"
"5994","1","78167","400","G05008909601001000","05089","960100","1000","050899601001000","05008909601001000",NA,NA,"57890"
"5995","1","78168","400","G05008909601001001","05089","960100","1001","050899601001001","05008909601001001",NA,NA,"57890"
"5996","1","78172","400","G05008909601001005","05089","960100","1005","050899601001005","05008909601001005",NA,NA,"57890"
"5997","1","78173","400","G05008909601001006","05089","960100","1006","050899601001006","05008909601001006",NA,NA,"57890"
"5998","1","78174","400","G05008909601001007","05089","960100","1007","050899601001007","05008909601001007",NA,NA,"57890"
"5999","1","78178","400","G05008909601001011","05089","960100","1011","050899601001011","05008909601001011",NA,NA,"57890"
"6000","1","78179","400","G05008909601001012","05089","960100","1012","050899601001012","05008909601001012",NA,NA,"57890"
"6001","1","78180","400","G05008909601001013","05089","960100","1013","050899601001013","05008909601001013",NA,NA,"57890"
"6002","1","78184","400","G05008909601001017","05089","960100","1017","050899601001017","05008909601001017",NA,NA,"57890"
"6003","1","78185","400","G05008909601001018","05089","960100","1018","050899601001018","05008909601001018",NA,NA,"57890"
"6004","1","78253","382","G05008909601001086","05089","960100","1086","050899601001086","05008909601001086",NA,NA,"55280"
"6005","1","78277","517","G05008909601002000","05089","960100","2000","050899601002000","05008909601002000",NA,NA,"77330"
"6006","1","78282","517","G05008909601002005","05089","960100","2005","050899601002005","05008909601002005",NA,NA,"77330"
"6007","1","78339","517","G05008909601002062","05089","960100","2062","050899601002062","05008909601002062",NA,NA,"77330"
"6008","1","78344","517","G05008909601002067","05089","960100","2067","050899601002067","05008909601002067",NA,NA,"77330"
"6009","1","78345","517","G05008909601002068","05089","960100","2068","050899601002068","05008909601002068",NA,NA,"77330"
"6010","1","78346","517","G05008909601002069","05089","960100","2069","050899601002069","05008909601002069",NA,NA,"77330"
"6011","1","78347","517","G05008909601002070","05089","960100","2070","050899601002070","05008909601002070",NA,NA,"77330"
"6012","1","78350","517","G05008909601002073","05089","960100","2073","050899601002073","05008909601002073",NA,NA,"77330"
"6013","1","78351","517","G05008909601002074","05089","960100","2074","050899601002074","05008909601002074",NA,NA,"77330"
"6014","1","78477","517","G05008909601003046","05089","960100","3046","050899601003046","05008909601003046",NA,NA,"77330"
"6015","1","78478","517","G05008909601003047","05089","960100","3047","050899601003047","05008909601003047",NA,NA,"77330"
"6016","1","78622","455","G05008909602001000","05089","960200","1000","050899602001000","05008909602001000",NA,NA,"67940"
"6017","1","78622","517","G05008909602001000","05089","960200","1000","050899602001000","05008909602001000",NA,NA,"77330"
"6018","1","78625","455","G05008909602001003","05089","960200","1003","050899602001003","05008909602001003",NA,NA,"67940"
"6019","1","78633","517","G05008909602001011","05089","960200","1011","050899602001011","05008909602001011",NA,NA,"77330"
"6020","1","78634","517","G05008909602001012","05089","960200","1012","050899602001012","05008909602001012",NA,NA,"77330"
"6021","1","78685","400","G05008909602001063","05089","960200","1063","050899602001063","05008909602001063",NA,NA,"57890"
"6022","1","78686","400","G05008909602001064","05089","960200","1064","050899602001064","05008909602001064",NA,NA,"57890"
"6023","1","78712","400","G05008909602001090","05089","960200","1090","050899602001090","05008909602001090",NA,NA,"57890"
"6024","1","78734","400","G05008909602001112","05089","960200","1112","050899602001112","05008909602001112",NA,NA,"57890"
"6025","1","78736","400","G05008909602001114","05089","960200","1114","050899602001114","05008909602001114",NA,NA,"57890"
"6026","1","78741","400","G05008909602001119","05089","960200","1119","050899602001119","05008909602001119",NA,NA,"57890"
"6027","1","78778","455","G05008909602002003","05089","960200","2003","050899602002003","05008909602002003",NA,NA,"67940"
"6028","1","78778","517","G05008909602002003","05089","960200","2003","050899602002003","05008909602002003",NA,NA,"77330"
"6029","1","78780","517","G05008909602002005","05089","960200","2005","050899602002005","05008909602002005",NA,NA,"77330"
"6030","1","78781","517","G05008909602002006","05089","960200","2006","050899602002006","05008909602002006",NA,NA,"77330"
"6031","1","78803","517","G05008909602002028","05089","960200","2028","050899602002028","05008909602002028",NA,NA,"77330"
"6032","1","78804","517","G05008909602002029","05089","960200","2029","050899602002029","05008909602002029",NA,NA,"77330"
"6033","1","78807","517","G05008909602002032","05089","960200","2032","050899602002032","05008909602002032",NA,NA,"77330"
"6034","1","78833","517","G05008909602002058","05089","960200","2058","050899602002058","05008909602002058",NA,NA,"77330"
"6035","1","78834","517","G05008909602002059","05089","960200","2059","050899602002059","05008909602002059",NA,NA,"77330"
"6036","1","78835","517","G05008909602002060","05089","960200","2060","050899602002060","05008909602002060",NA,NA,"77330"
"6037","1","78838","517","G05008909602002063","05089","960200","2063","050899602002063","05008909602002063",NA,NA,"77330"
"6038","1","78840","517","G05008909602002065","05089","960200","2065","050899602002065","05008909602002065",NA,NA,"77330"
"6039","1","78841","517","G05008909602002066","05089","960200","2066","050899602002066","05008909602002066",NA,NA,"77330"
"6040","1","78870","455","G05008909602002095","05089","960200","2095","050899602002095","05008909602002095",NA,NA,"67940"
"6041","1","78879","159","G05008909602003008","05089","960200","3008","050899602003008","05008909602003008",NA,NA,"24010"
"6042","1","78888","455","G05008909602003017","05089","960200","3017","050899602003017","05008909602003017",NA,NA,"67940"
"6043","1","78893","159","G05008909602003022","05089","960200","3022","050899602003022","05008909602003022",NA,NA,"24010"
"6044","1","78896","159","G05008909602003025","05089","960200","3025","050899602003025","05008909602003025",NA,NA,"24010"
"6045","1","78899","159","G05008909602003028","05089","960200","3028","050899602003028","05008909602003028",NA,NA,"24010"
"6046","1","78900","159","G05008909602003029","05089","960200","3029","050899602003029","05008909602003029",NA,NA,"24010"
"6047","1","78905","159","G05008909602003034","05089","960200","3034","050899602003034","05008909602003034",NA,NA,"24010"
"6048","1","78930","455","G05008909602003059","05089","960200","3059","050899602003059","05008909602003059",NA,NA,"67940"
"6049","1","78932","455","G05008909602003061","05089","960200","3061","050899602003061","05008909602003061",NA,NA,"67940"
"6050","1","78937","455","G05008909602003066","05089","960200","3066","050899602003066","05008909602003066",NA,NA,"67940"
"6051","1","78964","455","G05008909602003093","05089","960200","3093","050899602003093","05008909602003093",NA,NA,"67940"
"6052","1","78964","517","G05008909602003093","05089","960200","3093","050899602003093","05008909602003093",NA,NA,"77330"
"6053","1","78968","455","G05008909602003097","05089","960200","3097","050899602003097","05008909602003097",NA,NA,"67940"
"6054","1","78968","517","G05008909602003097","05089","960200","3097","050899602003097","05008909602003097",NA,NA,"77330"
"6055","1","78970","517","G05008909602003099","05089","960200","3099","050899602003099","05008909602003099",NA,NA,"77330"
"6056","1","78972","455","G05008909602003101","05089","960200","3101","050899602003101","05008909602003101",NA,NA,"67940"
"6057","1","78996","159","G05008909602004009","05089","960200","4009","050899602004009","05008909602004009",NA,NA,"24010"
"6058","1","79006","159","G05008909602004019","05089","960200","4019","050899602004019","05008909602004019",NA,NA,"24010"
"6059","1","79007","159","G05008909602004020","05089","960200","4020","050899602004020","05008909602004020",NA,NA,"24010"
"6060","1","79043","159","G05008909602004056","05089","960200","4056","050899602004056","05008909602004056",NA,NA,"24010"
"6061","1","79060","159","G05008909602004073","05089","960200","4073","050899602004073","05008909602004073",NA,NA,"24010"
"6062","1","79061","159","G05008909602004074","05089","960200","4074","050899602004074","05008909602004074",NA,NA,"24010"
"6063","1","79063","159","G05008909602004076","05089","960200","4076","050899602004076","05008909602004076",NA,NA,"24010"
"6064","1","79091","159","G05008909602005009","05089","960200","5009","050899602005009","05008909602005009",NA,NA,"24010"
"6065","1","79093","159","G05008909602005011","05089","960200","5011","050899602005011","05008909602005011",NA,NA,"24010"
"6066","1","79097","159","G05008909602005015","05089","960200","5015","050899602005015","05008909602005015",NA,NA,"24010"
"6067","1","79098","159","G05008909602005016","05089","960200","5016","050899602005016","05008909602005016",NA,NA,"24010"
"6068","1","79268","66","G05008909603002053","05089","960300","2053","050899603002053","05008909603002053",NA,NA,"09790"
"6069","1","79272","66","G05008909603002057","05089","960300","2057","050899603002057","05008909603002057",NA,NA,"09790"
"6070","1","79282","66","G05008909603002999","05089","960300","2999","050899603002999","05008909603002999",NA,NA,"09790"
"6071","1","79283","66","G05008909603003000","05089","960300","3000","050899603003000","05008909603003000",NA,NA,"09790"
"6072","1","79285","66","G05008909603003002","05089","960300","3002","050899603003002","05008909603003002",NA,NA,"09790"
"6073","1","79362","66","G05008909603003079","05089","960300","3079","050899603003079","05008909603003079",NA,NA,"09790"
"6074","1","79364","66","G05008909603003081","05089","960300","3081","050899603003081","05008909603003081",NA,NA,"09790"
"6075","1","79379","66","G05008909603003096","05089","960300","3096","050899603003096","05008909603003096",NA,NA,"09790"
"6076","1","79381","66","G05008909603003997","05089","960300","3997","050899603003997","05008909603003997",NA,NA,"09790"
"6077","1","79383","66","G05008909603003999","05089","960300","3999","050899603003999","05008909603003999",NA,NA,"09790"
"6078","1","80232","460","G05009100205003000","05091","020500","3000","050910205003000","05009100205003000",NA,NA,"68810"
"6079","1","80527","460","G05009100208001004","05091","020800","1004","050910208001004","05009100208001004",NA,NA,"68810"
"6080","1","80530","460","G05009100208001007","05091","020800","1007","050910208001007","05009100208001007",NA,NA,"68810"
"6081","1","80531","460","G05009100208001008","05091","020800","1008","050910208001008","05009100208001008",NA,NA,"68810"
"6082","1","80533","460","G05009100208001010","05091","020800","1010","050910208001010","05009100208001010",NA,NA,"68810"
"6083","1","80534","460","G05009100208001011","05091","020800","1011","050910208001011","05009100208001011",NA,NA,"68810"
"6084","1","80535","460","G05009100208001012","05091","020800","1012","050910208001012","05009100208001012",NA,NA,"68810"
"6085","1","80570","460","G05009100208001047","05091","020800","1047","050910208001047","05009100208001047",NA,NA,"68810"
"6086","1","80571","460","G05009100208001048","05091","020800","1048","050910208001048","05009100208001048",NA,NA,"68810"
"6087","1","80572","460","G05009100208001049","05091","020800","1049","050910208001049","05009100208001049",NA,NA,"68810"
"6088","1","80573","460","G05009100208001050","05091","020800","1050","050910208001050","05009100208001050",NA,NA,"68810"
"6089","1","80591","460","G05009100208002000","05091","020800","2000","050910208002000","05009100208002000",NA,NA,"68810"
"6090","1","80592","460","G05009100208002001","05091","020800","2001","050910208002001","05009100208002001",NA,NA,"68810"
"6091","1","80606","460","G05009100208002015","05091","020800","2015","050910208002015","05009100208002015",NA,NA,"68810"
"6092","1","80607","460","G05009100208002016","05091","020800","2016","050910208002016","05009100208002016",NA,NA,"68810"
"6093","1","80610","460","G05009100208002019","05091","020800","2019","050910208002019","05009100208002019",NA,NA,"68810"
"6094","1","80611","460","G05009100208002020","05091","020800","2020","050910208002020","05009100208002020",NA,NA,"68810"
"6095","1","80612","460","G05009100208002021","05091","020800","2021","050910208002021","05009100208002021",NA,NA,"68810"
"6096","1","80613","460","G05009100208002022","05091","020800","2022","050910208002022","05009100208002022",NA,NA,"68810"
"6097","1","80617","460","G05009100208003000","05091","020800","3000","050910208003000","05009100208003000",NA,NA,"68810"
"6098","1","80627","460","G05009100208003010","05091","020800","3010","050910208003010","05009100208003010",NA,NA,"68810"
"6099","1","80628","460","G05009100208003011","05091","020800","3011","050910208003011","05009100208003011",NA,NA,"68810"
"6100","1","80630","460","G05009100208003013","05091","020800","3013","050910208003013","05009100208003013",NA,NA,"68810"
"6101","1","80632","460","G05009100208003015","05091","020800","3015","050910208003015","05009100208003015",NA,NA,"68810"
"6102","1","80633","460","G05009100208003016","05091","020800","3016","050910208003016","05009100208003016",NA,NA,"68810"
"6103","1","80636","460","G05009100208003019","05091","020800","3019","050910208003019","05009100208003019",NA,NA,"68810"
"6104","1","80642","460","G05009100208004005","05091","020800","4005","050910208004005","05009100208004005",NA,NA,"68810"
"6105","1","80644","460","G05009100208004007","05091","020800","4007","050910208004007","05009100208004007",NA,NA,"68810"
"6106","1","80646","460","G05009100208004009","05091","020800","4009","050910208004009","05009100208004009",NA,NA,"68810"
"6107","1","80650","460","G05009100208004013","05091","020800","4013","050910208004013","05009100208004013",NA,NA,"68810"
"6108","1","80651","460","G05009100208004014","05091","020800","4014","050910208004014","05009100208004014",NA,NA,"68810"
"6109","1","80652","460","G05009100208004015","05091","020800","4015","050910208004015","05009100208004015",NA,NA,"68810"
"6110","1","80656","460","G05009100208004019","05091","020800","4019","050910208004019","05009100208004019",NA,NA,"68810"
"6111","1","80690","460","G05009100209001033","05091","020900","1033","050910209001033","05009100209001033",NA,NA,"68810"
"6112","1","80700","460","G05009100209001043","05091","020900","1043","050910209001043","05009100209001043",NA,NA,"68810"
"6113","1","80701","460","G05009100209001044","05091","020900","1044","050910209001044","05009100209001044",NA,NA,"68810"
"6114","1","80706","460","G05009100209001049","05091","020900","1049","050910209001049","05009100209001049",NA,NA,"68810"
"6115","1","80713","460","G05009100209001056","05091","020900","1056","050910209001056","05009100209001056",NA,NA,"68810"
"6116","1","80714","460","G05009100209001057","05091","020900","1057","050910209001057","05009100209001057",NA,NA,"68810"
"6117","1","80715","460","G05009100209001058","05091","020900","1058","050910209001058","05009100209001058",NA,NA,"68810"
"6118","1","80719","460","G05009100209001062","05091","020900","1062","050910209001062","05009100209001062",NA,NA,"68810"
"6119","1","80753","173","G05009100209001096","05091","020900","1096","050910209001096","05009100209001096",NA,NA,"25780"
"6120","1","80760","173","G05009100209001103","05091","020900","1103","050910209001103","05009100209001103",NA,NA,"25780"
"6121","1","80771","173","G05009100209001114","05091","020900","1114","050910209001114","05009100209001114",NA,NA,"25780"
"6122","1","80786","173","G05009100209001129","05091","020900","1129","050910209001129","05009100209001129",NA,NA,"25780"
"6123","1","80801","173","G05009100209001144","05091","020900","1144","050910209001144","05009100209001144",NA,NA,"25780"
"6124","1","80805","173","G05009100209001148","05091","020900","1148","050910209001148","05009100209001148",NA,NA,"25780"
"6125","1","80809","173","G05009100209001152","05091","020900","1152","050910209001152","05009100209001152",NA,NA,"25780"
"6126","1","80860","173","G05009100209001203","05091","020900","1203","050910209001203","05009100209001203",NA,NA,"25780"
"6127","1","80873","460","G05009100209001216","05091","020900","1216","050910209001216","05009100209001216",NA,NA,"68810"
"6128","1","80874","460","G05009100209001217","05091","020900","1217","050910209001217","05009100209001217",NA,NA,"68810"
"6129","1","80876","460","G05009100209001219","05091","020900","1219","050910209001219","05009100209001219",NA,NA,"68810"
"6130","1","80881","460","G05009100209001224","05091","020900","1224","050910209001224","05009100209001224",NA,NA,"68810"
"6131","1","80907","173","G05009100209001985","05091","020900","1985","050910209001985","05009100209001985",NA,NA,"25780"
"6132","1","80908","173","G05009100209001986","05091","020900","1986","050910209001986","05009100209001986",NA,NA,"25780"
"6133","1","80909","173","G05009100209001987","05091","020900","1987","050910209001987","05009100209001987",NA,NA,"25780"
"6134","1","80921","171","G05009100209001999","05091","020900","1999","050910209001999","05009100209001999",NA,NA,"25360"
"6135","1","80923","460","G05009100209002001","05091","020900","2001","050910209002001","05009100209002001",NA,NA,"68810"
"6136","1","80926","460","G05009100209002004","05091","020900","2004","050910209002004","05009100209002004",NA,NA,"68810"
"6137","1","80929","460","G05009100209002007","05091","020900","2007","050910209002007","05009100209002007",NA,NA,"68810"
"6138","1","80938","460","G05009100209002016","05091","020900","2016","050910209002016","05009100209002016",NA,NA,"68810"
"6139","1","80939","460","G05009100209002017","05091","020900","2017","050910209002017","05009100209002017",NA,NA,"68810"
"6140","1","80942","460","G05009100209002020","05091","020900","2020","050910209002020","05009100209002020",NA,NA,"68810"
"6141","1","80943","460","G05009100209002021","05091","020900","2021","050910209002021","05009100209002021",NA,NA,"68810"
"6142","1","80944","460","G05009100209002022","05091","020900","2022","050910209002022","05009100209002022",NA,NA,"68810"
"6143","1","80954","460","G05009100209002032","05091","020900","2032","050910209002032","05009100209002032",NA,NA,"68810"
"6144","1","80956","460","G05009100209002034","05091","020900","2034","050910209002034","05009100209002034",NA,NA,"68810"
"6145","1","80964","460","G05009100209002994","05091","020900","2994","050910209002994","05009100209002994",NA,NA,"68810"
"6146","1","80967","460","G05009100209002997","05091","020900","2997","050910209002997","05009100209002997",NA,NA,"68810"
"6147","1","80980","460","G05009100209003010","05091","020900","3010","050910209003010","05009100209003010",NA,NA,"68810"
"6148","1","80986","460","G05009100209003016","05091","020900","3016","050910209003016","05009100209003016",NA,NA,"68810"
"6149","1","80987","460","G05009100209003017","05091","020900","3017","050910209003017","05009100209003017",NA,NA,"68810"
"6150","1","80991","460","G05009100209003021","05091","020900","3021","050910209003021","05009100209003021",NA,NA,"68810"
"6151","1","80992","460","G05009100209003022","05091","020900","3022","050910209003022","05009100209003022",NA,NA,"68810"
"6152","1","80995","460","G05009100209003025","05091","020900","3025","050910209003025","05009100209003025",NA,NA,"68810"
"6153","1","80997","460","G05009100209003027","05091","020900","3027","050910209003027","05009100209003027",NA,NA,"68810"
"6154","1","80998","460","G05009100209003028","05091","020900","3028","050910209003028","05009100209003028",NA,NA,"68810"
"6155","1","81001","460","G05009100209003031","05091","020900","3031","050910209003031","05009100209003031",NA,NA,"68810"
"6156","1","81008","460","G05009100209003038","05091","020900","3038","050910209003038","05009100209003038",NA,NA,"68810"
"6157","1","81012","460","G05009100209003997","05091","020900","3997","050910209003997","05009100209003997",NA,NA,"68810"
"6158","1","81019","460","G05009100209004004","05091","020900","4004","050910209004004","05009100209004004",NA,NA,"68810"
"6159","1","81028","460","G05009100209004013","05091","020900","4013","050910209004013","05009100209004013",NA,NA,"68810"
"6160","1","81029","460","G05009100209004014","05091","020900","4014","050910209004014","05009100209004014",NA,NA,"68810"
"6161","1","81040","460","G05009100209004025","05091","020900","4025","050910209004025","05009100209004025",NA,NA,"68810"
"6162","1","81041","460","G05009100209004026","05091","020900","4026","050910209004026","05009100209004026",NA,NA,"68810"
"6163","1","81042","460","G05009100209004027","05091","020900","4027","050910209004027","05009100209004027",NA,NA,"68810"
"6164","1","81057","460","G05009100209004042","05091","020900","4042","050910209004042","05009100209004042",NA,NA,"68810"
"6165","1","81058","460","G05009100209004043","05091","020900","4043","050910209004043","05009100209004043",NA,NA,"68810"
"6166","1","81085","460","G05009100209004070","05091","020900","4070","050910209004070","05009100209004070",NA,NA,"68810"
"6167","1","81086","460","G05009100209004071","05091","020900","4071","050910209004071","05009100209004071",NA,NA,"68810"
"6168","1","81113","460","G05009100209005012","05091","020900","5012","050910209005012","05009100209005012",NA,NA,"68810"
"6169","1","81120","460","G05009100209005019","05091","020900","5019","050910209005019","05009100209005019",NA,NA,"68810"
"6170","1","81121","460","G05009100209005020","05091","020900","5020","050910209005020","05009100209005020",NA,NA,"68810"
"6171","1","81123","460","G05009100209005022","05091","020900","5022","050910209005022","05009100209005022",NA,NA,"68810"
"6172","1","81151","460","G05009100209005050","05091","020900","5050","050910209005050","05009100209005050",NA,NA,"68810"
"6173","1","81153","460","G05009100209005052","05091","020900","5052","050910209005052","05009100209005052",NA,NA,"68810"
"6174","1","81154","460","G05009100209005053","05091","020900","5053","050910209005053","05009100209005053",NA,NA,"68810"
"6175","1","81157","460","G05009100209005056","05091","020900","5056","050910209005056","05009100209005056",NA,NA,"68810"
"6176","1","81158","460","G05009100209005057","05091","020900","5057","050910209005057","05009100209005057",NA,NA,"68810"
"6177","1","81161","460","G05009100209005060","05091","020900","5060","050910209005060","05009100209005060",NA,NA,"68810"
"6178","1","81162","460","G05009100209005061","05091","020900","5061","050910209005061","05009100209005061",NA,NA,"68810"
"6179","1","81164","460","G05009100209005063","05091","020900","5063","050910209005063","05009100209005063",NA,NA,"68810"
"6180","1","81171","460","G05009100209005070","05091","020900","5070","050910209005070","05009100209005070",NA,NA,"68810"
"6181","1","81261","460","G05009100210002001","05091","021000","2001","050910210002001","05009100210002001",NA,NA,"68810"
"6182","1","81291","460","G05009100210003000","05091","021000","3000","050910210003000","05009100210003000",NA,NA,"68810"
"6183","1","81304","460","G05009100210003013","05091","021000","3013","050910210003013","05009100210003013",NA,NA,"68810"
"6184","1","81305","460","G05009100210003014","05091","021000","3014","050910210003014","05009100210003014",NA,NA,"68810"
"6185","1","81317","460","G05009100210003026","05091","021000","3026","050910210003026","05009100210003026",NA,NA,"68810"
"6186","1","81371","164","G05009100210005000","05091","021000","5000","050910210005000","05009100210005000",NA,NA,"24640"
"6187","1","81376","164","G05009100210005005","05091","021000","5005","050910210005005","05009100210005005",NA,NA,"24640"
"6188","1","81380","164","G05009100210005009","05091","021000","5009","050910210005009","05009100210005009",NA,NA,"24640"
"6189","1","81399","164","G05009100210005028","05091","021000","5028","050910210005028","05009100210005028",NA,NA,"24640"
"6190","1","81402","164","G05009100210005031","05091","021000","5031","050910210005031","05009100210005031",NA,NA,"24640"
"6191","1","81403","164","G05009100210005032","05091","021000","5032","050910210005032","05009100210005032",NA,NA,"24640"
"6192","1","81404","164","G05009100210005033","05091","021000","5033","050910210005033","05009100210005033",NA,NA,"24640"
"6193","1","81785","53","G05009300102001000","05093","010200","1000","050930102001000","05009300102001000",NA,NA,"07330"
"6194","1","81795","53","G05009300102001010","05093","010200","1010","050930102001010","05009300102001010",NA,NA,"07330"
"6195","1","81796","53","G05009300102001011","05093","010200","1011","050930102001011","05009300102001011",NA,NA,"07330"
"6196","1","81797","53","G05009300102001012","05093","010200","1012","050930102001012","05009300102001012",NA,NA,"07330"
"6197","1","81798","53","G05009300102001013","05093","010200","1013","050930102001013","05009300102001013",NA,NA,"07330"
"6198","1","81802","53","G05009300102001017","05093","010200","1017","050930102001017","05009300102001017",NA,NA,"07330"
"6199","1","81820","53","G05009300102001035","05093","010200","1035","050930102001035","05009300102001035",NA,NA,"07330"
"6200","1","81822","53","G05009300102001037","05093","010200","1037","050930102001037","05009300102001037",NA,NA,"07330"
"6201","1","81823","53","G05009300102001038","05093","010200","1038","050930102001038","05009300102001038",NA,NA,"07330"
"6202","1","81826","53","G05009300102001041","05093","010200","1041","050930102001041","05009300102001041",NA,NA,"07330"
"6203","1","81829","53","G05009300102001044","05093","010200","1044","050930102001044","05009300102001044",NA,NA,"07330"
"6204","1","81830","53","G05009300102002000","05093","010200","2000","050930102002000","05009300102002000",NA,NA,"07330"
"6205","1","81975","53","G05009300103002016","05093","010300","2016","050930103002016","05009300103002016",NA,NA,"07330"
